name,group,id,22:6 n-3 (DHA) (g),22:0 (g),14:1 (g),16:1 undifferentiated (g),18:4 (g),20:1 (g),20:5 n-3 (EPA) (g),22:1 undifferentiated (g),22:5 n-3 (DPA) (g),Phytosterols (mg),Stigmasterol (mg),Campesterol (mg),Beta-sitosterol (mg),"Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",15:0 (g),17:0 (g),24:0 (g),16:1 t (g),18:1 t (g),22:1 t (g),18:2 t not further defined (g),18:2 i (g),"18:2 t,t (g)",18:2 CLAs (g),24:1 c (g),"20:2 n-6 c,c (g)",16:1 c (g),18:1 c (g),"18:2 n-6 c,c (g)",22:1 c (g),"18:3 n-6 c,c,c (g)",17:1 (g),20:3 undifferentiated (g),"Fatty acids, total trans-monoenoic (g)","Fatty acids, total trans-polyenoic (g)",13:0 (g),15:1 (g),"18:3 n-3 c,c,c (ALA) (g)",20:3 n-3 (g),20:3 n-6 (g),20:4 n-6 (g),18:3i (g),21:5 (g),22:4 (g),18:1-11t (18:1t n-7) (g)
"Infant formula, MEAD JOHNSON, ENFAMIL, LACTOFREE, ready-to-feed",0300,03868,,,,0.003,,,,,,,,,,1.291,0.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Infant formula, MEAD JOHNSON, ENFAMIL, LACTOFREE, with iron, powder, not reconstituted",0300,03869,,,,0.03,,,,,,,,,,10.43,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed (formerly ROSS)",0300,03860,,,,0.004,,0.011,,,,,,,,1.936,1.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Infant formula, MEAD JOHNSON, NEXT STEP, PROSOBEE LIPIL, powder, with ARA and DHA",0300,03861,0.081,,,0.02,,,,,,,,,,7.8,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Infant formula, NESTLE, GOOD START SOY, with ARA and DHA, powder",0300,03867,0.09,,,0.05,,0.04,,0.01,,,,,,8.1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Infant formula, MEAD JOHNSON, NEXT STEP, PROSOBEE, LIPIL, ready to feed, with ARA and DHA",0300,03864,0.009,,,0.009,,,,,,,,,,1.078,0.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chicken, ground, raw",0500,05332,0.023,,0.016,0.536,,0.025,0.008,,0.008,,,,,3.611,1.508,,0.007,,,0.042,,,,0.022,,,0.011,,2.992,1.303,,0.014,,,0.042,0.022,,,0.057,,,,,,,
"Chicken, ground, crumbles, cooked, pan-browned",0500,05333,0.031,,0.021,0.725,,0.033,0.008,,0.016,,,,,4.879,2.08,0.002,0.009,,,0.056,,,,0.031,,,0.015,,4.043,1.787,,0.02,,,0.056,0.031,,,0.081,,,,,,,
"Chicken, feet, boiled",0500,05335,0.043,,,0.742,,0.158,0.014,,0.022,,,,,5.5,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USDA Commodity Chicken, canned, meat only, drained",0500,05336,0.036,,,0.27,,0.031,0.01,,0.021,,,,,2.047,1.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USDA Commodity, Chicken, canned, meat only, with water",0500,05337,0.029,,,0.216,,0.025,0.008,,0.017,,,,,1.637,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USDA Commodity, Chicken, canned, meat only, with broth",0500,05338,0.029,,,0.222,,0.027,0.008,,0.017,,,,,1.691,1.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Margarine-like spread, BENECOL Light Spread",0400,04687,,0.138,,0.074,,0.269,,0.024,,,,,,18.932,11.948,0.002,0.036,0.003,,1.836,,0.167,,,,,0.037,0.074,16.689,9.557,0.024,,0.041,,1.836,0.378,,,1.976,,,,0.211,,,
"Salad dressing, honey mustard dressing, reduced calorie",0400,04686,,0.004,,0.02,,0.207,,0.3,,,,,,5.573,3.152,,,0.002,,,,,,,,0.017,0.002,,,,,,,0.006,,,,,,,,,,,,
"Oil, cooking and salad, ENOVA, 80% diglycerides",0400,04685,,0.07,,0.133,,0.476,,0.141,,,,,,37.016,53.37,,,,,,,,0.569,,,,,0.133,36.266,45.369,0.141,,,,,1.762,,,6.239,,,,1.193,,,
"Margarine, 80% fat, tub, CANOLA HARVEST Soft Spread (canola, palm and palm kernel oils)",0400,04684,0.003,0.059,,0.142,,1.263,,0.033,0.005,,,,,45.262,21.344,0.021,0.047,0.098,,0.085,,0.219,,,0.04,0.131,0.041,0.142,43.556,14.231,0.033,0.59,0.053,0.039,0.085,0.219,,,6.176,,0.039,,,,,
"Margarine, margarine-like vegetable oil spread, 67-70% fat, tub",0400,04683,,0.169,,0.078,,0.34,,0.003,0.004,,,,,24.748,23.794,0.018,0.06,0.071,,2.914,,0.351,,,0.037,,0.017,0.078,21.385,20.432,0.003,0.014,0.029,0.014,2.914,0.351,,,2.925,,0.014,,,,,
"Salad Dressing, mayonnaise, light, SMART BALANCE, Omega Plus light",0400,04689,0.01,0.102,,0.081,,0.533,,0.034,,,,,,16.662,11.776,0.011,0.034,0.043,,0.047,,0.102,,,0.028,,0.024,0.081,15.923,8.381,0.034,,0.043,0.02,0.047,0.102,,,3.188,,0.02,,,,,
"Salad dressing, spray-style dressing, assorted flavors",0400,04688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals, QUAKER, Scotch Barley, regular and quick, dry",0800,08232,,,,,,,,,,,,,,0.2,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals, QUAKER, farina, Creamy Wheat, enriched, dry",0800,08230,,,,,,,,,,,,,,0.08,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, dry",0800,08231,,,,,,,,,,,,,,2.61,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, prepared with water, no salt",0800,08236,,,,0.002,,,,,,,,,,0.31,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals, QUAKER, Creamy Wheat, farina, enriched, prepared with water, no salt",0800,08237,,,,,,,,,,,,,,0.04,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals, QUAKER, oatmeal, instant, low sodium, prepared with water",0800,08234,,,,,,,,,,,,,,0.649,0.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals, QUAKER, oatmeal, instant, raisins, dates and walnuts, prepared with water",0800,08235,,,,0.003,,0.003,,,,,,,,0.552,0.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals, QUAKER, corn grits, instant, butter flavor, prepared with water",0800,08238,,,,,,,,,,,,,,0.184,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, GENERAL MILLS, GENERAL MILLS Berry Burst CHEERIOS, all flavors",0800,08239,,,,0.01,,0.047,,0.017,,,,,,2.536,1.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chorizo, pork and beef",0700,07019,,,,1.65,,,,,,,,,,18.4,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken spread,0700,07018,,,,0.63,,0.11,,,,,,,,4.8,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chicken roll, light meat",0700,07017,,,0.004,0.117,,0.006,,,,,,,,0.89,0.374,,0.002,,,0.027,,,,0.011,,,0.003,,0.736,0.334,,0.004,,,0.027,0.011,,,0.017,,,,,,,
"Cheesefurter, cheese smokie, pork, beef",0700,07016,,,,1.14,,,,,,3,,,,13.64,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brotwurst, pork, beef, link",0700,07015,,,,1.04,,,,,,,,,,13.34,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Braunschweiger (a liver sausage), pork",0700,07014,,,,1.025,,,,,,,,,,12.731,3.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bratwurst, pork, cooked",0700,07013,,,,0.866,,0.265,,,,,,,,14.692,2.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bologna, turkey",0700,07011,0.012,,,0.95,,0.134,,0.006,0.012,2,,,,6.836,3.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bologna, pork",0700,07010,,,,0.716,,,,,,,,,,9.732,2.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oil, sunflower, linoleic (less than 60%)",0400,04060,,,,0.2,,,,,,100,,,,45.4,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Luncheon meat, pork and chicken, minced, canned, includes SPAM Lite",0700,07909,,,,0.45,,,,,,,,,,7.02,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Luncheon meat, pork with ham, minced, canned, includes SPAM (Hormel)",0700,07908,,,,0.852,,0.219,,,,,,,,13.505,2.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USDA Commodity, pork, sausage, bulk/links/patties, frozen, cooked",0700,07901,0.009,,,0.522,,0.126,0.003,0.003,,,,,,8.71,2.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turkey, pork, and beef sausage, low fat, smoked",0700,07900,0.003,,,0.099,,0.012,,,0.002,,,,,1.026,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frankfurter, beef, pork, and turkey, fat free",0700,07905,,,,,,,,,,,,,,0.74,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USDA Commodity, pork sausage, bulk/links/patties, frozen, raw",0700,07907,0.013,,,0.484,,0.126,0.003,0.004,,,,,,8.061,2.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Luncheon meat, pork, ham, and chicken, minced, canned, reduced sodium, added ascorbic acid, includes SPAM, 25% less sodium",0700,07906,,,,1.168,,,,,,,,,,12.34,2.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAMPBELL Soup Company, CAMPBELL'S SELECT Gold Label Soups, Creamy Portobello Mushroom Soup",0600,06508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAMPBELL Soup Company, CAMPBELL'S SELECT Gold Label Soups, Golden Butternut Squash Soup",0600,06509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAMPBELL Soup Company, CAMPBELL'S Red and White - Microwaveable Bowls, Chicken Rice Soup",0600,06502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAMPBELL Soup Company, CAMPBELL'S Red and White - Microwaveable Bowls, Creamy Tomato Soup",0600,06503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soup, vegetable beef, dry, mix, prepared with water",0600,06500,,,,0.003,,,,,,,,,,0.18,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAMPBELL Soup Company, CAMPBELL'S SELECT Gold Label Soups, Blended Red Pepper Black Bean Soup",0600,06507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAMPBELL Soup Company, CAMPBELL'S Red and White - Microwaveable Bowls, Tomato Soup",0600,06504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAMPBELL Soup Company, CAMPBELL'S Red and White - Microwaveable Bowls, Vegetable Beef Soup",0600,06505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Orange juice, canned, unsweetened",0900,09207,,,,0.004,,,,,,,,,,0.025,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feijoa, raw",0900,09334,,,,,,,,,,,,,,0.081,0.194,,,,,,,,,,,,,,0.081,0.153,,,,,,,,,0.041,,,,,,,
"Cereals, Cream of Wheat, 2 1/2 minute cook time, cooked with water, microwaved, without salt",0800,08575,,,,,,,,,,,,,,0.058,0.176,,,,,,,,,,,,,,0.056,0.166,,,,,,,,,0.01,,,,,,,
"Babyfood, dinner, chicken soup, strained",0300,03070,,,,0.014,,0.005,,,,,,,,0.425,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals, CREAM OF WHEAT, 1 minute cook time, cooked with water, stove-top, without salt",0800,08577,,,,,,0.005,,,,,,,,0.064,0.21,,,,,,,0.201,,,,,,,0.058,,,,,,,0.201,,,0.009,,,,,,,
"Cereals, CREAM OF WHEAT, 1 minute cook time, dry",0800,08576,,0.003,,,,0.009,,,,,,,,0.183,0.849,0.002,,0.003,,,,,,,,,,,0.174,0.801,,,,,,,,,0.048,,,,,,,
"Babyfood, dinner, vegetables, noodles and chicken, strained",0300,03075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals, Cream of Wheat, 2 1/2 minute cook time, dry",0800,08573,,0.002,,0.004,,0.006,,,,,,,,0.175,0.63,0.002,0.002,0.002,,0.005,,,,,,,0.002,0.004,0.158,0.59,,,,,0.005,,,,0.037,,,,,,,
"Babyfood, dinner, vegetables, noodles and chicken, junior",0300,03076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Babyfood, dinner, vegetables and noodles and turkey, strained",0300,03079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, GENERAL MILLS, Cinnamon Toast Crunch, reduced sugar",0800,08579,,0.014,,0.026,,0.103,0.018,0.005,0.005,,,,,6.8,2.1,,,,,,,,,,,0.002,,,,,,,,,,,,,,,,,,,,
"Cereals, CREAM OF WHEAT, 1 minute cook time, cooked with water, microwaved, without salt",0800,08578,,,,,,,,,,,,,,0.049,0.194,,,,,,,,,,,0.002,,,0.046,0.183,,,,,,,,,0.011,,,,,,,
"Babyfood, dinner, broccoli and chicken, junior",0300,03298,,,,0.12,,,,,,,,,,0.77,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Babyfood, dinner, apples and chicken, strained",0300,03297,0.002,,,0.047,,0.003,,,0.002,,,,,0.411,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Babyfood, dinner, turkey, rice, and vegetables, toddler",0300,03296,,,,0.058,,,,,,,,,,0.555,0.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Babyfood, carrots and beef, strained",0300,03290,,,,0.09,,0.002,,,,,,,,1.06,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Babyfood, plums, bananas and rice, strained",0300,03293,,,,0.004,,,,,,,,,,0.12,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soup, pea, green, canned, prepared with equal volume milk",0600,06249,,,,0.06,,,,,,,,,,0.86,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soup, oyster stew, canned, prepared with equal volume milk",0600,06248,,,,0.06,,,,,,,,,,0.85,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, with iron, ready-to-feed (formerly ROSS)",0300,03846,,,,0.003,,0.003,,,,,,,,0.294,1.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAMPBELL Soup Company, CAMPBELL'S CHUNKY Microwavable Bowls, Beef with Country Vegetables Soup, ready-to-serve",0600,06241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAMPBELL Soup Company, PREGO Pasta, Zesty Mushroom Italian Sauce, ready-to-serve",0600,06240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soup, cream of mushroom, canned, prepared with equal volume low fat (2%) milk",0600,06243,,,,0.037,,0.012,,0.013,,,,,,1.087,0.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAMPBELL Soup Company, CAMPBELL'S CHUNKY Microwavable Bowls, Chicken and Dumplings Soup",0600,06242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAMPBELL Soup Company, CAMPBELL'S CHUNKY Microwavable Bowls, Grilled Chicken and Sausage Gumbo, ready-to-serve",0600,06245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAMPBELL Soup Company, CAMPBELL'S CHUNKY Microwavable Bowls, Classic Chicken Noodle, ready-to-serve",0600,06244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAMPBELL Soup Company, CAMPBELL'S CHUNKY Microwavable Bowls, Grilled Chicken with Vegetables and Pasta Soup, ready-to-serve",0600,06247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soup, cream of onion, canned, prepared with equal volume milk",0600,06246,,,,0.06,,,,,,,,,,1.32,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Infant formula, MEAD JOHNSON, ENFAMIL, ENFACARE LIPIL, powder, with ARA and DHA",0300,03849,0.08,,,,,,,,,,,,,9.1,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Infant formula, ABBOTT NUTRITION, SIMILAC, SPECIAL CARE, ADVANCE 24, with iron, ready-to-feed, with ARA and DHA (formerly ROSS)",0300,03840,0.009,,,,,,,,,,,,,0.324,0.737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, with iron, ready-to-feed (formerly ROSS)",0300,03841,,,,0.002,,0.007,,,,,,,,1.371,0.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, with iron, liquid concentrate (formerly ROSS)",0300,03842,,,,0.005,,0.015,,,,,,,,2.66,1.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, with iron, powder, not reconstituted (formerly ROSS)",0300,03843,,,,0.019,,0.059,,,,,,,,10.778,6.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, LIPIL, with iron, liquid concentrate not reconstituted, with ARA and DHA",0300,03844,0.017,,,0.017,,,,,,,,,,2.486,1.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN LIPIL, with iron, ready to feed, with ARA and DHA",0300,03845,0.009,,,0.009,,,,,,,,,,1.255,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USDA Commodity pears, canned, juice pack, drained",0900,09439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USDA Commodity peaches, canned, light syrup, drained",0900,09438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tamarind nectar, canned",0900,09437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mango nectar, canned",0900,09436,,,,0.01,,,,,,,,,,0.022,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guava nectar, canned",0900,09435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guanabana nectar, canned",0900,09434,,,,0.002,,,,,,,,,,0.051,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clementines, raw",0900,09433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USDA Commodity, mixed fruit (peaches, pears, grapes), canned, light syrup, solids and liquids",0900,09432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USDA Commodity, mixed fruit (peaches, pears, grapes), canned, light syrup, drained",0900,09431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pineapple, raw, extra sweet variety",0900,09430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRAFT BREYERS LIGHT Nonfat Strawberry Yogurt (with Aspartame and Fructose Sweeteners),0100,01198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cream, half and half, fat free",0100,01199,,,,0.031,,,,,,,,,,0.384,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRAFT FREE Singles American Nonfat Pasteurized Process Cheese Product,0100,01190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRAFT VELVEETA Pasteurized Process Cheese Spread,0100,01191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRAFT VELVEETA LIGHT Reduced Fat Pasteurized Process Cheese Product,0100,01192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRAFT BREAKSTONE'S Reduced Fat Sour Cream,0100,01193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRAFT BREAKSTONE'S FREE Fat Free Sour Cream,0100,01194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRAFT BREYERS Lowfat Strawberry Yogurt (1% Milkfat),0100,01195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plums, dried (prunes), stewed, with added sugar",0900,09293,,,,0.002,,,,,,,,,,0.142,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plums, dried (prunes), stewed, without added sugar",0900,09292,,,,,,,,,,,,,,0.08,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plums, dried (prunes), uncooked",0900,09291,,,,0.039,,,,,,,,,,0.053,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prunes, dehydrated (low-moisture), stewed",0900,09290,,,,0.002,,,,,,,,,,0.161,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USDA Commodity Food, oil, vegetable, soybean, refined",0400,04669,,0.262,,0.025,,0.131,,,,250,,,,22.727,57.333,,0.047,,,,,,0.181,,,,,0.025,22.571,50.118,,,,,,0.678,,,6.537,,,,0.497,,,
"Margarine, industrial, soy and partially hydrogenated soy oil, use for baking, sauces and candy",0400,04668,,0.269,,0.053,,0.084,,,,,,,,37.46,22.422,0.038,0.091,,,18.97,,,1.265,,,,,0.053,18.353,18.4,,,,,18.97,1.608,,,2.414,,,,0.343,,,
"Pummelo, raw",0900,09295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prune juice, canned",0900,09294,,,,,,,,,,,,,,0.021,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Margarine, industrial, non-dairy, cottonseed, soy oil (partially hydrogenated ), for flaky pastries",0400,04665,,0.277,,0.061,,,,,,,,,,46.692,9.265,0.038,0.107,,,21.554,,,2.719,,,,,0.061,25.077,5.759,,,,,21.554,3.193,,,0.313,,,,0.473,,,
"Oil, industrial, soy (partially hydrogenated ), palm, principal uses icings and fillings",0400,04664,,0.279,,0.104,,0.134,,,,132,,,,59.715,7.095,0.037,0.105,,,28.343,,,2.4,,,,,0.104,31.134,4.21,,,,,28.343,2.886,,,,,,,0.486,,,
"Shortening, industrial, soy (partially hydrogenated ) for baking and confections",0400,04667,,0.346,,0.057,,,,,,200,,,,71.023,5.4,,0.114,,,40.118,,,2.333,,,,,0.057,30.848,2.667,,,,,40.118,2.733,,,,,,,0.4,,,
"Shortening, industrial, soy (partially hydrogenated ) and corn for frying",0400,04666,,0.288,,0.133,,0.201,,,,,,,,40.824,36.038,0.037,0.095,,,9.746,,,3.343,,,,,0.133,30.744,30.372,,,,,9.746,4.038,,,1.628,,,,0.695,,,
"Oil, industrial, coconut (hydrogenated), used for whipped toppings and coffee whiteners",0400,04661,,,,,,,,,,86,,,,0.267,,,,,,0.267,,,,,,,,,,,,,,,0.267,,,,,,,,,,,
"Oil, industrial, palm kernel (hydrogenated) , used for whipped toppings, non-dairy",0400,04660,,,,,,,,,,95,,,,4.934,,,,,,3.68,,,,,,,,,1.254,,,,,,3.68,,,,,,,,,,,
"Oil, industrial, palm kernel (hydrogenated), filling fat",0400,04663,,,,,,,,,,95,,,,5.705,,,,,,4.658,,,,,,,,,1.047,,,,,,4.658,,,,,,,,,,,
"Oil, industrial, palm and palm kernel, filling fat (non-hydrogenated)",0400,04662,,,,,,,,,,95,,,,19.702,3.247,,,,,,,,,,,,,,19.702,3.247,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, QUAKER, QUAKER 100% Natural Cereal with oats, honey, and raisins",0800,08218,,,,0.024,,,,,,,,,,2.34,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, QUAKER, QUAKER toasted Oatmeal Cereal, Honey Nut",0800,08219,,,,0.007,,,,,,,,,,1.19,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, QUAKER, QUAKER OAT CINNAMON LIFE",0800,08210,,,,0.008,,,,,,,,,,1.33,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, QUAKER, HONEY GRAHAM OH!S",0800,08211,,,,0.002,,,,,,,,,,0.76,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, QUAKER, SUN COUNTRY Granola with Almonds",0800,08212,,,,0.047,,,,,,,,,,5.84,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, QUAKER, QUAKER OATMEAL SQUARES",0800,08214,,,,0.012,,,,,,,,,,1.45,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, QUAKER, QUAKER CINNAMON OATMEAL SQUARES",0800,08215,,,,0.009,,,,,,,,,,1.47,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, QUAKER, QUAKER Oat Bran Cereal",0800,08216,,,,0.011,,,,,,,,,,1.57,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready to eat, composite character cereals (movies, TV), brand A",0800,08217,,0.002,,0.004,,,,,,,,,,0.975,0.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fat, beef tallow",0400,04001,,,,4.2,,0.3,,,,,,,,41.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lard,0400,04002,,,,2.7,,1,,,,,,,,45.1,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRAFT BREYERS LIGHT N' LIVELY Lowfat Strawberry Yogurt (1% Milkfat),0100,01196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRAFT BREYERS Smooth & Creamy Lowfat Strawberry Yogurt (1% Milkfat),0100,01197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soup, chicken vegetable, chunky, reduced fat, reduced sodium, ready-to-serve, single brand",0600,06740,,,,,,,,,,,,,,0.168,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
