name,group,id,22:6 n-3 (DHA) (g),22:0 (g),14:1 (g),16:1 undifferentiated (g),18:4 (g),20:1 (g),20:5 n-3 (EPA) (g),22:1 undifferentiated (g),22:5 n-3 (DPA) (g),Phytosterols (mg),Stigmasterol (mg),Campesterol (mg),Beta-sitosterol (mg),"Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",15:0 (g),17:0 (g),24:0 (g),16:1 t (g),18:1 t (g),22:1 t (g),18:2 t not further defined (g),18:2 i (g),"18:2 t,t (g)",18:2 CLAs (g),24:1 c (g),"20:2 n-6 c,c (g)",16:1 c (g),18:1 c (g),"18:2 n-6 c,c (g)",22:1 c (g),"18:3 n-6 c,c,c (g)",17:1 (g),20:3 undifferentiated (g),"Fatty acids, total trans-monoenoic (g)","Fatty acids, total trans-polyenoic (g)",13:0 (g),15:1 (g),"18:3 n-3 c,c,c (ALA) (g)",20:3 n-3 (g),20:3 n-6 (g),20:4 n-6 (g),18:3i (g),21:5 (g),22:4 (g),18:1-11t (18:1t n-7) (g)
"Soup, vegetable beef, microwavable, ready-to-serve, single brand",0600,06742,,,,,,,,,,,,,,0.223,0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soup, chunky beef with country vegetables, ready-to-serve",0600,06749,,,,,,,,,,,,,,0.443,0.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sausage, Italian, turkey, smoked",0700,07927,0.015,,,0.379,,0.008,,0.008,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salami, Italian, pork",0700,07926,,,,,,,,,,,,,,18.2,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pastrami, beef, 98% fat-free",0700,07925,,,,,,,,,,,,,,0.56,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bratwurst, pork, beef and turkey, lite, smoked",0700,07924,,,,0.795,,0.04,,,,,,,,7.165,0.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bratwurst, chicken, cooked",0700,07923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bratwurst, beef and pork, smoked",0700,07922,,,,0.66,,,,,,,,,,8,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacon and beef sticks,0700,07921,,,,1.69,,,,,,,,,,21.9,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Swisswurst, pork and beef, with swiss cheese, smoked",0700,07920,,,,1.14,,,,,,,,,,13.68,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sausage, turkey, hot, smoked",0700,07929,0.015,,,0.379,,0.008,,0.008,0.015,,,,,2.38,1.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sausage, chicken, beef, pork, skinless, smoked",0700,07928,,,,0.795,,0.04,,,,,,,,7.165,0.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAMPBELL Soup Company, CAMPBELL'S SELECT Microwaveable Bowls, Minestrone Soup",0600,06521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAMPBELL Soup Company, CAMPBELL'S SELECT Microwaveable Bowls, Savory Chicken and Long Grain Rice Soup",0600,06525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soup, chicken noodle, dry, mix, prepared with water",0600,06528,,,,0.016,,0.002,,,,,,,,0.205,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAMPBELL Soup Company, CAMPBELL'S SELECT Soup, 98% Fat Free New England Clam Chowder",0600,06529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Raisins, golden seedless",0900,09297,,,,,,,,,,,,,,0.019,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quinces, raw",0900,09296,,,,,,,,,,,,,,0.036,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Raisins, seeded",0900,09299,,,,,,,,,,,,,,0.022,0.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Raisins, seedless",0900,09298,,0.002,,0.039,,,,,,,,,,0.051,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turkey, young tom, wing, meat and skin, raw",0500,05275,0.01,,,0.77,,0.01,,0.01,0.01,,,,,4.5,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turkey, young tom, leg, meat and skin, cooked, roasted",0500,05274,0.05,,,0.45,,0.03,,0.02,0.03,,,,,2.83,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chicken, canned, meat only, with broth",0500,05277,0.02,,,0.44,,0.08,0.01,,0.01,,,,,3.15,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turkey, young tom, wing, meat and skin, cooked, roasted",0500,05276,0.02,,,0.74,,0.01,,0.01,0.02,,,,,4.35,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turkey, young tom, breast, meat and skin, raw",0500,05271,0.01,,,0.4,,0.01,,0.01,0.01,,,,,2.36,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turkey, young tom, back, meat and skin, cooked, roasted",0500,05270,0.04,,,0.79,,0.02,,0.01,0.03,,,,,4.73,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turkey, young tom, leg, meat and skin, raw",0500,05273,0.03,,,0.31,,0.02,,0.01,0.02,,,,,1.94,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turkey, young tom, breast, meat and skin, cooked, roasted",0500,05272,0.03,,,0.42,,0.01,,0.01,0.02,,,,,2.51,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blueberries, canned, light syrup, drained",0900,09352,,,,0.002,,,,,,,,,,0.062,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blueberries, wild, canned, heavy syrup, drained",0900,09353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fruit cocktail, canned, heavy syrup, drained",0900,09351,,,,,,,,,,,,,,0.018,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apricots, canned, heavy syrup, drained",0900,09357,,,,,,,,,,,,,,0.045,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pineapple, canned, juice pack, drained",0900,09354,,,,,,,,,,,,,,0.014,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, GENERAL MILLS, CHEERIOS, Yogurt Burst",0800,08553,,,,0.009,,,,,,,,,,1.667,1.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, KELLOGG's MINI-WHEATS Frosted Strawberry Delight Cereal",0800,08557,,,,,,,,,,,,,,0.3,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereal wafer straws, KELLOGG, FROOT LOOPS Cereal straws",0800,08556,,,,0.085,,0.006,,,,,,,,3.3,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereal wafer straws, KELLOGG, APPLE JACKS Cereal straws",0800,08555,,,,,,,,,,,,,,3.2,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, rolled oats, whole wheat, rice, presweetened, maple flavored, with pecans",0800,08554,,,,0.006,,0.017,,,,,,,,4,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, KELLOGG, KELLOGG'S ALL-BRAN BRAN BUDS",0800,08005,,,,0.011,,,,,,,,,,0.5,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereal wafer straws, KELLOGG, COCOA KRISPIES Cereal straws",0800,08559,,,,,,,,,,,,,,3.4,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Babyfood, dinner, vegetables and beef, junior",0300,03054,,,0.02,0.07,0.02,,,,,,,,,1.289,0.298,0.01,0.02,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,
"Cereals ready-to-eat, KELLOGG, KELLOGG'S ALL-BRAN Original",0800,08001,,,,,,0.03,,,,,,,,0.67,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Babyfood, dinner, beef stew, toddler",0300,03052,,,,0.03,,,,,,,,,,0.44,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Babyfood, dinner, spaghetti and tomato and meat, toddler",0300,03051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Babyfood, dinner, spaghetti and tomato and meat, junior",0300,03050,,,,0.03,,0.007,,,,,,,,0.497,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Babyfood, dinner, vegetables and ham, junior",0300,03062,,,,0.033,,,,,,,,,,0.811,0.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, KASHI GRANOLA, Summer Berry Cereal",0800,08565,,,,,,,,,,,,,,5.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals, KASHI, KASHI GO LEAN Hot Cereal, Truly Vanilla, dry",0800,08562,,,,,,,,,,,,,,1.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, KASHI GRANOLA, COCOA BEACH Cereal",0800,08563,,,,,,,,,,,,,,8.1,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chicken, stewing, meat only, raw",0500,05125,0.07,,,0.28,,0.02,0.01,,0.03,,,,,1.94,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ostrich, tip trimmed, cooked",0500,05656,,,,0.21,,,,,,,,,,0.97,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chicken, stewing, giblets, raw",0500,05127,,,,0.31,,,,,,,,,,2.75,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ostrich, tenderloin, raw",0500,05654,,,,0.24,,,,,,,,,,1.23,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ostrich, round, raw",0500,05653,,,,0.17,,,,,,,,,,0.85,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ostrich, oyster, cooked",0500,05652,,,,0.24,,,,,,,,,,1.45,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sauce, white, thin, prepared-from-recipe, with butter",0600,06264,,,,0.032,,0.003,,,,,,,,0.656,0.112,,0.017,,,0.089,,,0.009,,0.008,,,0.029,0.509,0.065,,,,,0.089,0.009,,,0.009,,,,,,,
"Chicken, stewing, meat and skin, raw",0500,05123,0.05,,,1.11,,0.2,0.01,,0.03,,,,,8.24,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chicken, stewing, meat and skin, and giblets and neck, cooked, stewed",0500,05122,0.037,,,0.633,,0.112,0.009,,0.018,,,,,4.609,2.584,,,,,,,,,,,,0.002,,,,,,,,,,,,,,,,,,,
"Chicken, broilers or fryers, back, meat and skin, raw",0500,05048,0.03,,,1.61,,0.29,0.01,,0.02,,,,,12.25,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chicken, broilers or fryers, back, meat and skin, cooked, fried, batter",0500,05049,0.05,,,0.71,,0.11,0.02,,0.03,,,,,8.91,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chicken, broilers or fryers, dark meat, meat only, cooked, stewed",0500,05046,0.05,,,0.45,,0.05,0.01,,0.03,,,,,3.26,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chicken, broilers or fryers, separable fat, raw",0500,05047,,,,3.86,,0.73,,,,,,,,30.3,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chicken, broilers or fryers, dark meat, meat only, cooked, fried",0500,05044,0.06,,,0.49,,0.05,0.02,,0.03,,,,,4.32,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chicken, broilers or fryers, dark meat, meat only, cooked, roasted",0500,05045,0.05,,,0.49,,0.05,0.01,,0.03,,,,,3.56,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chicken, broilers or fryers, light meat, meat only, cooked, stewed",0500,05042,0.03,,,0.16,,0.03,0.01,,0.02,,,,,1.35,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chicken, broilers or fryers, dark meat, meat only, raw",0500,05043,0.04,,,0.2,,0.01,0.01,,0.02,,,,,1.34,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chicken, broilers or fryers, light meat, meat only, cooked, fried",0500,05040,0.03,,,0.17,,0.03,0.01,,0.02,,,,,1.97,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chicken, broilers or fryers, light meat, meat only, cooked, roasted",0500,05041,0.03,,,0.18,,0.03,0.01,,0.02,,,,,1.54,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shortening, industrial, soy (partially hydrogenated), pourable liquid fry shortening",0400,04649,,0.355,,0.104,,0.163,,,,132,,,,38.87,38.009,0.037,0.105,,,9.289,,,2.591,,,,,0.104,29.315,32.239,,,,,9.289,3.285,,,2.485,,,,0.695,,,
"Oil, industrial, soy (partially hydrogenated), principal uses popcorn and flavoring vegetables",0400,04648,,0.365,,0.095,,0.201,,,,132,,,,41.929,35.638,0.037,0.105,,,10.013,,,2.867,,,,,0.095,31.62,30.153,,,,,10.013,3.543,,,1.942,,,,0.676,,,
"Oil, industrial, canola with antifoaming agent, principal uses salads, woks and light frying",0400,04643,,0.317,,0.218,,1.122,,,,,,,,62.093,25.588,0.037,0.048,0.2,,0.162,,,0.181,,,,,0.218,60.592,17.734,,,,,0.162,1.457,,,6.397,,,,1.276,,,
"Oil, industrial, mid-oleic, sunflower",0400,04642,,0.836,,0.095,,0.211,,,,,,,,57.334,28.962,,0.037,,,,,,0.219,,,,,0.095,57.029,28.705,,,,,,0.219,,,0.037,,,,,,,
"Salad dressing, mayonnaise, light",0400,04641,,0.113,,0.052,,0.068,,,,,21,19,48,8.135,17.953,,0.036,,,,,,0.107,,0.137,,,0.052,8.015,15.791,,,,,,0.107,,,1.918,,,,,,,
"Salad dressing, ranch dressing, reduced fat",0400,04640,,0.028,,0.013,,0.057,,,,,,,,2.794,4.213,,0.004,,,,,,0.059,,,,,0.013,2.725,3.626,,,,,,0.059,,,0.527,,,,,,,
"Oil, industrial, coconut, principal uses candy coatings, oil sprays, roasting nuts",0400,04646,,,,,,,,,,86,,,,5.935,1.657,,,,,,,,,,,,,,5.935,1.657,,,,,,,,,,,,,,,,
"Oil, industrial, canola (partially hydrogenated) oil for deep fat frying",0400,04645,,0.355,,0.218,,0.777,,,,,,,,71.075,14.038,0.047,0.076,,,22.789,,,3.762,,,,,0.218,47.292,8.781,,,,,22.789,4.228,,,1.028,,,,0.466,,,
"Oil, industrial, canola for salads, woks and light frying",0400,04644,,0.336,,0.284,,1.083,,,,,,,,61.15,26.397,0.037,0.057,,,0.286,,,0.19,,,,,0.284,59.496,18.572,,,,,0.286,1.485,,,6.34,,,,1.295,,,
"Apples, frozen, unsweetened, heated",0900,09015,,,,,,,,,,,,,,0.013,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apples, frozen, unsweetened, unheated",0900,09014,,,,,,,,,,,,,,0.013,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",0900,09017,,,,,,,,,,,,,,0.015,0.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple juice, canned or bottled, unsweetened, without added ascorbic acid",0900,09016,,,,,,,,,,,,,,0.006,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apples, dried, sulfured, uncooked",0900,09011,,,,,,,,,,,,,,0.013,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apples, dehydrated (low moisture), sulfured, stewed",0900,09010,,,,,,,,,,,,,,0.005,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apples, dried, sulfured, stewed, with added sugar",0900,09013,,,,,,,,,,,,,,0.003,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apples, dried, sulfured, stewed, without added sugar",0900,09012,,,,,,,,,,,,,,0.003,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Applesauce, canned, unsweetened, without added ascorbic acid (includes USDA commodity)",0900,09019,,,,,,,,,,,,,,0.002,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water without added ascorbic acid",0900,09018,,,,,,,,,,,,,,0.002,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salad dressing, mayonnaise, imitation, soybean without cholesterol",0400,04029,,,,,,,,,,216,,,,10.5,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salad dressing, mayonnaise, imitation, milk cream",0400,04028,,,,,,,,,,6,,,,1.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, MALT-O-MEAL, Puffed Rice Cereal",0800,08492,,,,0.003,,,,,,,,,,0.255,0.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, MALT-O-MEAL, Honey Nut TOASTY O'S Cereal",0800,08491,,,,0.007,,,,,,,,,,0.831,0.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, MALT-O-MEAL, CINNAMON TOASTERS",0800,08494,,,,0.013,,0.002,,,,,,,,3.91,4.07,0.002,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, MALT-O-MEAL, Cocoa DYNO-BITES",0800,08495,,,,,,,,,,,,,,0.256,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAMPBELL Soup Company, CAMPBELL'S Red and White, Curly Noodle Soup, condensed",0600,06346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sauce, cheese sauce mix, dry",0600,06720,,,,0.196,,0.052,,,,,,,,6.868,0.983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soup, chicken mushroom chowder, chunky, ready-to-serve, single brand",0600,06726,,,,,,,,,,,,,,0.837,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soup, chicken corn chowder, chunky, ready-to-serve, single brand",0600,06725,,,,,,,,,,,,,,1.27,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soup, potato ham chowder, chunky, ready-to-serve, single brand",0600,06728,,,,,,,,,,,,,,2.46,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soup, sirloin burger with vegetables, ready-to-serve, single brand",0600,06729,,,,,,,,,,,,,,1.32,0.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soup, tomato vegetable, dry, mix",0600,06099,,,,0.09,,,,,,,,,,1.91,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAMPBELL Soup Company, CAMPBELL'S Red and White, Beef Broth, condensed",0600,06091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soup, onion, dry, mix",0600,06094,,0.012,,,,,,,,,,,,0.067,0.164,,,,,,,,,,,,0.006,,,,,,0.012,,,,,,,,,,,,,
"CAMPBELL Soup Company, CAMPBELL'S Red and White, Beef Consomme, condensed",0600,06097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turkey, young tom, meat and skin and giblets and neck, raw",0500,05253,0.02,,,0.43,,0.01,,0.01,0.01,,,,,2.55,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turkey, young hen, wing, meat and skin, cooked, roasted",0500,05252,0.03,,,0.85,,0.01,,0.01,0.03,,,,,5.02,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turkey, young hen, wing, meat and skin, raw",0500,05251,0.01,,,0.97,,0.01,,0.01,0.01,,,,,5.62,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turkey, young hen, leg, meat and skin, cooked, roasted",0500,05250,0.06,,,0.48,,0.03,,0.02,0.04,,,,,3.04,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turkey, young tom, meat only, raw",0500,05257,0.02,,,0.08,,0.01,,0.01,0.02,,,,,0.57,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turkey, young tom, meat and skin, cooked, roasted",0500,05256,0.04,,,0.49,,0.02,,0.01,0.03,,,,,2.98,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turkey, young tom, meat and skin, raw",0500,05255,0.02,,,0.45,,0.01,,0.01,0.01,,,,,2.68,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turkey, young tom, meat and skin and giblets and neck, cooked, roasted",0500,05254,0.03,,,0.47,,0.02,,0.01,0.03,,,,,2.86,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turkey, young tom, skin only, raw",0500,05259,,,,2.55,,,,,,,,,,14.73,7.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turkey, young tom, meat only, cooked, roasted",0500,05258,0.04,,,0.14,,0.02,,0.01,0.03,,,,,0.98,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cheese, feta",0100,01019,,,,0.385,,,,,,,,,,4.623,0.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cheese, edam",0100,01018,,,,0.813,,,,,,,,,,8.125,0.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cheese, cottage, lowfat, 2% milkfat",0100,01015,,,0.01,0.027,,,,,,,,,,0.443,0.07,0.017,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cheese, cottage, nonfat, uncreamed, dry, large or small curd",0100,01014,,,,0.012,,,,,,,,,,0.079,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cheese, cream",0100,01017,,,0.249,0.448,,,,,,,,,,8.62,1.437,0.312,0.175,,,,,,,,,,,,,,,,,,,,,,0.173,,,,,,,
"Cheese, cottage, lowfat, 1% milkfat",0100,01016,,,,0.036,,,,,,,,,,0.291,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cheese, colby",0100,01011,,,,0.979,,,,,,,,,,9.28,0.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cheese, cheshire",0100,01010,,,,0.927,,,,,,,,,,8.671,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cheese, cottage, creamed, with fruit",0100,01013,,,,0.137,,,,,,,,,,1.036,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cheese, cottage, creamed, large or small curd",0100,01012,,,0.017,0.047,,,,,,,,,,0.778,0.123,0.029,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plums, canned, heavy syrup, drained",0900,09379,,,,,,,,,,,,,,0.09,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peaches, canned, heavy syrup, drained",0900,09370,,,,,,,,,,,,,,0.047,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pears, canned, heavy syrup, drained",0900,09374,,,,,,,,,,,,,,0.037,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, KASHI ORGANIC PROMISE CINNAMON HARVEST",0800,08539,,,,,,,,,,,,,,0.4,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, KASHI, HEART TO HEART, Wild Blueberry",0800,08538,,,,,,,,,,,,,,1.2,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, bran flakes, single brand",0800,08029,,,,0.01,,,,,,,,,,0.295,1.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, KELLOGG, KELLOGG'S COMPLETE Wheat Flakes",0800,08028,,,,0.021,,,,,,,,,,0.5,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, KELLOGG, SPECIAL K, Fruit & Yogurt",0800,08531,,0.009,,,,,,,,,,,,0.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, corn flakes, low sodium",0800,08022,,,,,,,,,,,,,,0.075,0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, KELLOGG, KELLOGG'S Corn Flakes",0800,08020,,,,,,,,,,,,,,0.099,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, GENERAL MILLS, WHEATIES Raisin Bran",0800,08026,,,,0.008,,,,,,,,,,0.169,0.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cereals ready-to-eat, Ralston Crispy Rice",0800,08025,,,,,,,,,,,,,,0.243,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Babyfood, cereal, mixed, with honey, prepared with whole milk",0300,03704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sausage, Italian, pork, cooked",0700,07089,,,,1.262,,,,,,,,,,12.777,3.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Babyfood, fruit, apple and blueberry, junior",0300,03165,,,,,,,,,,,,,,0.019,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Babyfood, fruit, apple and blueberry, strained",0300,03164,,,,,,,,,,,,,,0.019,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sauce, sweet and sour, prepared-from-recipe",0600,06285,,,,0.038,,0.002,,,,,,,,0.253,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Infant formula, PBM PRODUCTS, ULTRA BRIGHT BEGINNINGS, ready-to-feed (formerly WYETH-AYERST)",0300,03880,0.013,,,0.04,,0.01,,,,,,,,1.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Infant formula, PBM PRODUCTS, ULTRA BRIGHT BEGINNINGS, liquid concentrate, not reconstituted (formerly WYETH-AYERST)",0300,03881,0.023,,,0.08,,0.02,,,,,,,,2.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Infant formula, PBM PRODUCTS, ULTRA BRIGHT BEGINNINGS, powder (formerly WYETH-AYERST)",0300,03883,0.103,,,0.336,,0.059,,,,,,,,11.131,3.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cream substitute, liquid, with lauric acid oil and sodium caseinate",0100,01068,,,,,,,,,,9,,,,0.106,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chicken, broilers or fryers, breast, meat only, cooked, roasted",0500,05064,0.02,,,0.15,,0.03,0.01,,0.01,,,,,1.24,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chicken, broilers or fryers, breast, meat only, cooked, stewed",0500,05065,0.02,,,0.12,,0.02,0.01,,0.01,,,,,1.03,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
